ID,Latitud,Longitud,UTM_Este,UTM_Norte,Zona
1,37.790561216791296,-4.798808646265256,341614.7669910746,4184101.574466525,30
2,37.790561216791296,-4.798240979549719,341664.7542137066,4184100.612635057,30
3,37.790561216791296,-4.797673312834183,341714.74143243325,4184099.6511074468,30
4,37.790561216791296,-4.797105646118647,341764.7286472558,4184098.689883695,30
5,37.790561216791296,-4.79653797940311,341814.7158581754,4184097.7289637993,30
6,37.790561216791296,-4.795970312687574,341864.7030651933,4184096.7683477625,30
7,37.79095134099357,-4.802498479916241,341290.6847399288,4184151.1227117567,30
8,37.79095134099357,-4.801930813200705,341340.671724832,4184150.1589018162,30
9,37.79095134099357,-4.801363146485168,341390.658705822,4184149.195395735,30
10,37.79095134099357,-4.800795479769632,341440.6456829002,4184148.232193515,30
11,37.79095134099357,-4.800227813054096,341490.6326560677,4184147.269295155,30
12,37.79095134099357,-4.799660146338559,341540.61962532566,4184146.3067006557,30
13,37.79095134099357,-4.799092479623023,341590.60659067554,4184145.3444100153,30
14,37.79095134099357,-4.798524812907488,341640.5935521183,4184144.3824232346,30
15,37.79095134099357,-4.797957146191951,341690.5805096554,4184143.420740314,30
16,37.79095134099357,-4.797389479476415,341740.56746328797,4184142.459361252,30
17,37.79095134099357,-4.796821812760879,341790.55441301723,4184141.4982860484,30
18,37.79095134099357,-4.796254146045342,341840.5413588444,4184140.537514704,30
19,37.79095134099357,-4.795686479329806,341890.5283007708,4184139.5770472167,30
20,37.79134146519584,-4.804485313420617,341116.56598156766,4184197.7873880523,30
21,37.79134146519584,-4.803917646705081,341166.5527170297,4184196.822511202,30
22,37.79134146519584,-4.8033499799895445,341216.53944857453,4184195.8579382156,30
23,37.79134146519584,-4.802782313274009,341266.5261762033,4184194.893669091,30
24,37.79134146519584,-4.802214646558473,341316.5128999173,4184193.9297038284,30
25,37.79134146519584,-4.801646979842936,341366.49961971794,4184192.9660424287,30
26,37.79134146519584,-4.8010793131274,341416.4863356062,4184192.002684891,30
27,37.79134146519584,-4.800511646411864,341466.4730475835,4184191.039631215,30
28,37.79134146519584,-4.7999439796963275,341516.4597556509,4184190.0768814,30
29,37.79134146519584,-4.799376312980791,341566.44645980967,4184189.1144354455,30
30,37.79134146519584,-4.798808646265256,341616.43316006096,4184188.1522933515,30
31,37.79134146519584,-4.798240979549719,341666.41985640617,4184187.1904551187,30
32,37.79134146519584,-4.797673312834183,341716.4065488465,4184186.228920746,30
33,37.79134146519584,-4.797105646118647,341766.3932373832,4184185.267690234,30
34,37.79134146519584,-4.79653797940311,341816.37992201746,4184184.306763579,30
35,37.79134146519584,-4.795970312687574,341866.3666027504,4184183.3461407865,30
36,37.79173158939812,-4.804201480062849,341142.3949452357,4184240.5938611273,30
37,37.79173158939812,-4.803633813347313,341192.38141558995,4184239.6291328175,30
