ID,Latitud,Longitud,UTM_Este,UTM_Norte,Zona
38,37.79173158939812,-4.803066146631776,341242.3678820278,4184238.664708371,30
39,37.79173158939812,-4.802498479916241,341292.3543445505,4184237.700587787,30
40,37.79173158939812,-4.801930813200705,341342.3408031594,4184236.736771068,30
41,37.79173158939812,-4.801363146485168,341392.3272578555,4184235.773258211,30
42,37.79173158939812,-4.800795479769632,341442.3137086403,4184234.8100492167,30
43,37.79173158939812,-4.800227813054096,341492.30015551473,4184233.847144085,30
44,37.79173158939812,-4.799660146338559,341542.2865984802,4184232.8845428154,30
45,37.79173158939812,-4.799092479623023,341592.27303753793,4184231.9222454084,30
46,37.79173158939812,-4.798524812907488,341642.259472689,4184230.9602518626,30
47,37.79173158939812,-4.797957146191951,341692.24590393493,4184229.9985621776,30
48,37.79173158939812,-4.797389479476415,341742.23233127675,4184229.0371763543,30
49,37.79173158939812,-4.796821812760879,341792.21875471564,4184228.0760943918,30
50,37.79173158939812,-4.796254146045342,341842.20517425303,4184227.11531629,30
51,37.79173158939812,-4.795686479329806,341892.19158989,4184226.1548420493,30
52,37.79212171360039,-4.803917646705081,341168.22365216113,4184283.4004093655,30
53,37.79212171360039,-4.8033499799895445,341218.2098574058,4184282.435829595,30
54,37.79212171360039,-4.802782313274009,341268.1960587349,4184281.47155369,30
55,37.79212171360039,-4.802214646558473,341318.18225614977,4184280.507581649,30
56,37.79212171360039,-4.801646979842936,341368.16844965157,4184279.5439134724,30
57,37.79212171360039,-4.8010793131274,341418.1546392415,4184278.58054916,30
58,37.79212171360039,-4.800511646411864,341468.14082492085,4184277.6174887107,30
59,37.79212171360039,-4.7999439796963275,341518.1270066908,4184276.6547321253,30
60,37.79212171360039,-4.799376312980791,341568.11318455264,4184275.6922794026,30
61,37.79212171360039,-4.798808646265256,341618.09935850743,4184274.7301305425,30
62,37.79212171360039,-4.798240979549719,341668.0855285566,4184273.768285546,30
63,37.79212171360039,-4.797673312834183,341718.0716947013,4184272.8067444107,30
64,37.79212171360039,-4.797105646118647,341768.0578569429,4184271.845507138,30
65,37.79212171360039,-4.79653797940311,341818.0440152823,4184270.8845737274,30
66,37.79212171360039,-4.795970312687574,341868.030169721,4184269.923944178,30
67,37.79212171360039,-4.795402645972038,341918.0163202602,4184268.9636184913,30
68,37.79251183780266,-4.803633813347313,341194.0521023406,4184326.2070327667,30
69,37.79251183780266,-4.803066146631776,341244.038042474,4184325.2426015385,30
70,37.79251183780266,-4.802498479916241,341294.0239786926,4184324.2784741754,30
71,37.79251183780266,-4.801930813200705,341344.00991099776,4184323.314650678,30
72,37.79251183780266,-4.801363146485168,341393.99583939067,4184322.3511310457,30
73,37.79251183780266,-4.800795479769632,341443.9817638726,4184321.387915279,30
74,37.79251183780266,-4.800227813054096,341493.96768444485,4184320.425003376,30
75,37.79251183780266,-4.799660146338559,341543.9536011085,4184319.4623953365,30
76,37.79251183780266,-4.799092479623023,341593.9395138648,4184318.5000911625,30
77,37.79251183780266,-4.798524812907488,341643.925422715,4184317.5380908516,30
78,37.79251183780266,-4.797957146191951,341693.91132766043,4184316.5763944048,30
79,37.79251183780266,-4.797389479476415,341743.89722870215,4184315.615001821,30
80,37.79251183780266,-4.796821812760879,341793.8831258415,4184314.6539131,30
81,37.79251183780266,-4.796254146045342,341843.8690190798,4184313.6931282426,30
82,37.79251183780266,-4.795686479329806,341893.8549084181,4184312.7326472453,30
83,37.79290196200493,-4.8033499799895445,341219.8802957713,4184369.0137313353,30
84,37.79290196200493,-4.802782313274009,341269.8659707913,4184368.04944865,30
85,37.79290196200493,-4.802214646558473,341319.8516418977,4184367.0854698303,30
86,37.79290196200493,-4.801646979842936,341369.8373090914,4184366.1217948776,30
87,37.79290196200493,-4.8010793131274,341419.8229723737,4184365.1584237902,30
88,37.79290196200493,-4.800511646411864,341469.80863174587,4184364.19535657,30
89,37.79290196200493,-4.7999439796963275,341519.79428720917,4184363.2325932146,30
90,37.79290196200493,-4.799376312980791,341569.77993876475,4184362.2701337244,30
91,37.79290196200493,-4.798808646265256,341619.7655864137,4184361.3079780987,30
92,37.79290196200493,-4.798240979549719,341669.75123015756,4184360.3461263375,30
93,37.79290196200493,-4.797673312834183,341719.73686999734,4184359.384578442,30
94,37.79290196200493,-4.797105646118647,341769.7225059344,4184358.42333441,30
95,37.79290196200493,-4.79653797940311,341819.7081379699,4184357.4623942426,30
96,37.79290196200493,-4.795970312687574,341869.69376610505,4184356.501757939,30
97,37.79290196200493,-4.795402645972038,341919.67939034104,4184355.541425498,30
98,37.7932920862072,-4.802498479916241,341295.6936423547,4184410.856370926,30
99,37.7932920862072,-4.801930813200705,341345.67904834694,4184409.8925406514,30
100,37.7932920862072,-4.801363146485168,341395.66445042734,4184408.9290142446,30
101,37.7932920862072,-4.800795479769632,341445.64984859724,4184407.965791704,30
102,37.7932920862072,-4.800227813054096,341495.63524285785,4184407.002873031,30
103,37.7932920862072,-4.799660146338559,341545.6206332104,4184406.0402582246,30
104,37.7932920862072,-4.799092479623023,341595.606019656,4184405.077947283,30
105,37.7932920862072,-4.798524812907488,341645.591402196,4184404.1159402085,30
106,37.7932920862072,-4.797957146191951,341695.5767808316,4184403.1542369993,30
107,37.7932920862072,-4.797389479476415,341745.5621555641,4184402.192837656,30
108,37.7932920862072,-4.796821812760879,341795.5475263946,4184401.231742177,30
109,37.7932920862072,-4.796254146045342,341845.5328933244,4184400.2709505633,30
110,37.7932920862072,-4.795686479329806,341895.5182563547,4184399.3104628143,30
111,37.7932920862072,-4.79511881261427,341945.5036154868,4184398.350278929,30
112,37.79368221040947,-4.8010793131274,341421.4913350026,4184451.736308782,30
113,37.79368221040947,-4.800511646411864,341471.4764680583,4184450.77323479,30
114,37.79368221040947,-4.7999439796963275,341521.4615972056,4184449.8104646658,30
115,37.79368221040947,-4.799376312980791,341571.44672244554,4184448.847998408,30
116,37.79368221040947,-4.798808646265256,341621.43184377946,4184447.885836019,30
117,37.79368221040947,-4.798240979549719,341671.41696120857,4184446.9239774956,30
118,37.79368221040947,-4.797673312834183,341721.4020747342,4184445.9624228394,30
119,37.79368221040947,-4.797105646118647,341771.3871843576,4184445.0011720485,30
120,37.79368221040947,-4.79653797940311,341821.3722900797,4184444.0402251245,30
